"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.594381094,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2020",2.4363012314,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2016",4.1666665077,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2017",4.2315945625,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2018",4.1443896294,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2019",3.7898635864,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.5518255234,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.4926698208,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.5753544569,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.6782484055,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2016",4.8296065331,"B"
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2017",4.5271277428,"B"
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2018",4.5324792862,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2019",4.7028179169,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.7983908653,"B"
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.4715042114,"B"
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.5271276236,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.6207209826,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.7704863548,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.5573511124,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.0153532028,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.2124915123,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.9057518244,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.8890606165,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.7410229445,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.9184651375,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.9393582344,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.808204174,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.9777555466,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.9586019516,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.2458655834,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.213591814,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.1058092117,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.1673803329,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.8108854294,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.6954746246,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.5401287079,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.5740771294,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.3065829277,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.2642028332,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.1652414799,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.187063694,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2016",8.9826936722,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2017",8.8872261047,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2018",9.4792146683,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2019",9.0777378082,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",4.8798155785,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",4.6478509903,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",4.6030731201,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",4.6908845901,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.2251315117,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.9421687126,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.4737715721,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.5553274155,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.0679512024,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.7625145912,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.556150198,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.7143213749,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.4025421143,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.2631578445,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.2052049637,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2019",4.8371171951,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.110199213,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.8518518209,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.39452672,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.5659954548,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.158012867,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2017",6.0949873924,"B"
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.8178391457,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.6423969269,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.2841050625,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.175673008,"B"
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.1226181984,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.97658813,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2016",7.7204966545,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2017",7.3843564987,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2018",7.3761982918,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2019",7.1225728989,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.8568871021,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",3.5543403625,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",3.3928384781,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",3.5100073814,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2016",2.1384022236,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2017",2.075438261,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2018",2.09303689,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2019",2.0140571594,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2020",1.880418539,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",0.672416985,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",0.5937428474,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",0.5953174233,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",0.5826433897,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2020",0.5272800326,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2016",7.8098134995,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2017",7.7346978188,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.4191110134,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",3.5989034176,
"LUX","SELFEMPWEMP","MEN","PC_EMP","A","2016",4.9295773506,
"LUX","SELFEMPWEMP","MEN","PC_EMP","A","2017",4.7026276588,
"LUX","SELFEMPWEMP","MEN","PC_EMP","A","2018",3.7558684349,
"LUX","SELFEMPWEMP","MEN","PC_EMP","A","2019",4.185447216,
"LUX","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.5553662777,
"LUX","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.0750198364,
"LUX","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.8575853109,
"LUX","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.8939393759,
"MEX","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.4370670319,
"MEX","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.5746569633,
"MEX","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.2028357983,
"MEX","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.2968389988,
"NLD","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.5395846367,
"NLD","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.3784947395,
"NLD","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.4290642738,
"NLD","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.3261795044,
"NLD","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.2392916679,
"NLD","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.3120210171,
"NLD","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.2017664909,
"NLD","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.151402235,
"NOR","SELFEMPWEMP","MEN","PC_EMP","A","2016",2.5612053871,
"NOR","SELFEMPWEMP","MEN","PC_EMP","A","2017",2.3929188251,
"NOR","SELFEMPWEMP","MEN","PC_EMP","A","2018",2.0493609905,
"NOR","SELFEMPWEMP","MEN","PC_EMP","A","2019",2.2743787766,
"NOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",0.8955714703,
"NOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",0.9782161713,
"NOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",0.7830343246,"N"
"NOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",0.7583702803,"N"
"POL","SELFEMPWEMP","MEN","PC_EMP","A","2016",4.9100399017,
"POL","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.1322650909,
"POL","SELFEMPWEMP","MEN","PC_EMP","A","2018",4.9805140495,
"POL","SELFEMPWEMP","MEN","PC_EMP","A","2019",4.8981428146,
"POL","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.4913814068,
"POL","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.4182293415,
"POL","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.6123144627,
"POL","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.5870079994,
"PRT","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.0633482933,
"PRT","SELFEMPWEMP","MEN","PC_EMP","A","2017",6.1767277718,
"PRT","SELFEMPWEMP","MEN","PC_EMP","A","2018",6.0856113434,
"PRT","SELFEMPWEMP","MEN","PC_EMP","A","2019",6.0011105537,
"PRT","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.9150471687,
"PRT","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.8079304695,
"PRT","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.9063413143,
"PRT","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",3.0043289661,
"SVK","SELFEMPWEMP","MEN","PC_EMP","A","2016",4.1477689743,
"SVK","SELFEMPWEMP","MEN","PC_EMP","A","2017",4.1380820274,
"SVK","SELFEMPWEMP","MEN","PC_EMP","A","2018",3.8706903458,
"SVK","SELFEMPWEMP","MEN","PC_EMP","A","2019",3.9007601738,
"SVK","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.8738119602,
"SVK","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.8111140728,
"SVK","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.5022400618,
"SVK","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.6707276106,
"ESP","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.0523500443,
"ESP","SELFEMPWEMP","MEN","PC_EMP","A","2017",6.3097815514,
"ESP","SELFEMPWEMP","MEN","PC_EMP","A","2018",6.0367002487,
"ESP","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.9080467224,
"ESP","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.2662436962,
"ESP","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",3.2368679047,
"ESP","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",3.281058073,
"ESP","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",3.0720729828,
"SWE","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.1843414307,
"SWE","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.296854496,
"SWE","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.3280129433,"B"
"SWE","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.4044632912,
"SWE","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.619699955,
"SWE","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.4444636106,
"SWE","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.4401632547,"B"
"SWE","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.4380860329,
"CHE","SELFEMPWEMP","MEN","PC_EMP","A","2016",7.822013855,
"CHE","SELFEMPWEMP","MEN","PC_EMP","A","2017",7.5009474754,
"CHE","SELFEMPWEMP","MEN","PC_EMP","A","2018",7.5857739449,
"CHE","SELFEMPWEMP","MEN","PC_EMP","A","2019",7.3519001007,
"CHE","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.3259422779,
"CHE","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",3.1991147995,
"CHE","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.9532248974,
"CHE","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.8695077896,
"TUR","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.9245939255,
"TUR","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.9611878395,
"TUR","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.8902716637,
"TUR","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.8107919693,
"TUR","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.3390327692,
"TUR","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.2766058445,
"TUR","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.243317008,
"TUR","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.4539263248,
"GBR","SELFEMPWEMP","MEN","PC_EMP","A","2016",3.1444864273,
"GBR","SELFEMPWEMP","MEN","PC_EMP","A","2017",3.0567979813,
"GBR","SELFEMPWEMP","MEN","PC_EMP","A","2018",2.6362991333,
"GBR","SELFEMPWEMP","MEN","PC_EMP","A","2019",2.8454866409,
"GBR","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.3101594448,
"GBR","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.3581935167,
"GBR","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.1792197227,
"GBR","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.2360500097,
"USA","SELFEMPWEMP","MEN","PC_EMP","A","2016",3.3685829639,
"USA","SELFEMPWEMP","MEN","PC_EMP","A","2017",3.23087883,
"USA","SELFEMPWEMP","MEN","PC_EMP","A","2018",3.1705341339,
"USA","SELFEMPWEMP","MEN","PC_EMP","A","2019",3.2698297501,
"USA","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.2199809551,
"USA","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.2464247942,
"USA","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.1914130449,
"USA","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.29624331,
"CHL","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.2752890587,
"CHL","SELFEMPWEMP","MEN","PC_EMP","A","2017",6.1252193451,
"CHL","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.3188431263,
"CHL","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.4046771526,
"EST","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.5135478973,
"EST","SELFEMPWEMP","MEN","PC_EMP","A","2017",6.5801663399,
"EST","SELFEMPWEMP","MEN","PC_EMP","A","2018",6.8313512802,
"EST","SELFEMPWEMP","MEN","PC_EMP","A","2019",6.9507403374,
"EST","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.3058664799,
"EST","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.5173900127,
"EST","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.9517036676,
"EST","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.1108179092,
"ISR","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.1963195801,
"ISR","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.514390111,
"SVN","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.1663565636,
"SVN","SELFEMPWEMP","MEN","PC_EMP","A","2017",5.0582890511,
"SVN","SELFEMPWEMP","MEN","PC_EMP","A","2018",5.0896472931,
"SVN","SELFEMPWEMP","MEN","PC_EMP","A","2019",4.9627790451,
"SVN","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.9350216389,
"SVN","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.3782300949,
"SVN","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.1214170456,
"SVN","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.8618215322,
"ZAF","SELFEMPWEMP","MEN","PC_EMP","A","2016",7.4594273567,
"ZAF","SELFEMPWEMP","MEN","PC_EMP","A","2017",7.3667535782,
"ZAF","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.5247645378,
"ZAF","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",2.5395650864,
"NZL","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.8763237,
"NZL","SELFEMPWEMP","MEN","PC_EMP","A","2017",7.5544071198,
"NZL","SELFEMPWEMP","MEN","PC_EMP","A","2018",7.3348135948,
"NZL","SELFEMPWEMP","MEN","PC_EMP","A","2019",7.5842270851,
"NZL","SELFEMPWEMP","MEN","PC_EMP","A","2020",7.783229351,
"NZL","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.9876744747,
"NZL","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",4.0572376251,
"NZL","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",3.9433515072,
"NZL","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",4.1385064125,
"NZL","SELFEMPWEMP","WOMEN","PC_EMP","A","2020",4.2827444077,
"LVA","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.8560676575,
"LVA","SELFEMPWEMP","MEN","PC_EMP","A","2017",6.2383179665,
"LVA","SELFEMPWEMP","MEN","PC_EMP","A","2018",6.0285320282,
"LVA","SELFEMPWEMP","MEN","PC_EMP","A","2019",5.460829258,
"LVA","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.3793182373,
"LVA","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",3.0659291744,
"LVA","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",2.7119417191,
"LVA","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",2.8414299488,
"LTU","SELFEMPWEMP","MEN","PC_EMP","A","2016",3.3576869965,
"LTU","SELFEMPWEMP","MEN","PC_EMP","A","2017",3.5529005527,
"LTU","SELFEMPWEMP","MEN","PC_EMP","A","2018",3.3307869434,
"LTU","SELFEMPWEMP","MEN","PC_EMP","A","2019",3.8279700279,
"LTU","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.3345195055,
"LTU","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",1.3293501139,
"LTU","SELFEMPWEMP","WOMEN","PC_EMP","A","2018",1.4343345165,
"LTU","SELFEMPWEMP","WOMEN","PC_EMP","A","2019",1.3012264967,
