"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,5.5,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,5.1,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,6.2,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,4.4,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,3.8,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,5.9,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,4.7,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,5.4,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,4.6,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,7.4,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,5.8,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,7.7,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,8.2,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,9.2,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,11.5,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,12.3,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,8.7,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,9.5,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,8.6,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,7.8,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,8.3,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,9.9,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,7,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,7.1,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,8.9,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,7.6,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,8.2,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,9.2,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,6.7,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,6.5,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,7.3,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,6.4,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,3.4,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,7.4,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,6.5,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,6.5,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,4.3,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,4.8,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,10.6,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,9.8,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,8.5,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,6.2,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,8,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,5.7,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,3.9,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,4.2,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,8.7,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,6.1,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,9,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,8.6,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,5.1,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,5.1,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,6.8,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,6.4,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,3.5,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,15.5,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,9.1,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,8.2,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,9.2,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,10,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,2.6,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,15.2,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,10.6,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,8.7,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,7.8,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,9,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,6.4,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,8.7,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,7.4,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,8.2,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,9.1,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,10.9,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,10.1,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,11.7,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,10,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,9.7,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,9.5,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,9.9,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,4.1,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,7.2,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,7.6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,11.5,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,7.6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,5.1,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,9.5,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,8.1,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,11,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,6.6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,4.3,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,4.4,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,6.4,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,7.6,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,6.3,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,10.2,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,21.9,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,12,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,14.1,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,17.5,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,15.6,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,16.5,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,29.1,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,11.4,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,7.1,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,7,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,11.7,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,6.6,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,8.7,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,5.7,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,7.5,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,10.7,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,7.1,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,1.8,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,2.7,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,8.6,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,4.1,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,2.8,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,2.7,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,6.8,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,4.3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,13,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,12.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,4.2,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,4.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,17.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,11.1,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,14,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,12.3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,3.6,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,3.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,11.4,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,7.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,8.2,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,6.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,7.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,11.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,17.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,16.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,14.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,10.1,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,9.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,12.8,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,2.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,3.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,5.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,4.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,5.6,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,3.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,2.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,3.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,4.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,4.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,4.8,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,3.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,2.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,5.1,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,4.1,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,4.1,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,3.7,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,1.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,1.8,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,3.8,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,3.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,3.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,3.7,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,1.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,2.1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,1.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,3.5,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,3.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,6.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,2.5,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,4.4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,3.2,,
